2500;831303.119659
512;6367.20657349
2000;352636.098862
4096;2574068.06946
4000;2422564.02969
3000;1050833.94051
3500;1637109.99489
64;1030.92193604
256;1607.17964172
1024;41651.9641876
128;987.05291748
1500;163262.12883
2048;387166.023254
2500;827380.895615
512;6402.01568604
2000;331831.216812
4096;2600062.84714
4000;2387212.99171
3000;1066307.06787
3500;1613141.05988
64;1079.08248901
256;1611.94801331
1024;41685.8196259
128;988.006591797
1500;176459.07402
2048;395071.983337
2500;825052.976608
512;6397.00889587
2000;351769.924164
4096;2556555.03273
4000;2393702.03018
3000;1046616.07742
3500;1632926.94092
64;1008.98742676
256;1605.98754883
1024;41679.8591614
128;996.112823486
1500;160636.1866
2048;375054.836273
2500;833223.104477
512;6407.97615051
2000;345464.944839
4096;2573992.01393
4000;2399393.08167
3000;1029057.02591
3500;1622010.94627
64;1042.12760925
256;1622.91526794
1024;41794.0616608
128;993.013381958
1500;176529.169083
2048;372025.966644
2500;824961.900711
512;6572.96180725
2000;345973.968506
4096;2573890.92445
4000;2420116.9014
3000;1039799.92867
3500;1630147.93396
64;1104.11643982
256;1688.95721436
1024;41826.0097504
128;1067.8768158
1500;171471.834183
2048;377593.994141
2500;830313.205719
512;6365.06080627
2000;375202.894211
4096;2599473.95325
4000;2403858.18481
3000;1070260.04791
3500;1646082.16286
64;1003.02696228
256;1619.10057068
1024;41740.8943176
128;996.112823486
1500;164386.987686
2048;384181.022644
2500;834741.830826
512;6374.12071228
2000;347297.906876
4096;2558791.16058
4000;2403234.00497
3000;1054860.11505
3500;1632899.99962
64;1195.90759277
256;1598.83499146
1024;41745.1858521
128;996.828079224
1500;169878.005981
2048;351791.858673
2500;824026.107788
512;6358.14666748
2000;362667.08374
4096;2591948.03238
4000;2423758.02994
3000;1036437.03461
3500;1638109.92241
64;1051.18751526
256;1624.10736084
1024;41707.9925537
128;985.145568848
1500;161981.105804
2048;380779.027939
2500;829478.025436
512;6411.07559204
2000;330610.990524
4096;2595431.0894
4000;2405411.00502
3000;1065761.80458
3500;1631242.03682
64;964.879989624
256;1620.054245
1024;41681.0512543
128;988.006591797
1500;176432.847977
2048;357609.987259
2500;844081.878662
512;6402.01568604
2000;345252.990723
4096;2597799.06273
4000;2400906.80122
3000;1058253.04985
3500;1656515.12146
64;1044.03495789
256;1626.96838379
1024;41767.8356171
128;1008.03375244
1500;169484.853745
2048;392060.041428
