64;218.00
128;337.20
256;1249.30
512;8010.80
1024;55265.80
1500;166526.80
2000;391967.50
2048;420577.40
2500;781354.70
3000;1444977.70
3500;2341062.50
4000;3514990.60
4096;3786160.00
