90;193259.000778
15;1320.83892822
40;2192.97409058
10;1130.10406494
25;1662.01591492
50;2548.93302917
80;3643.98956299
1;843.048095703
55;2738.95263672
85;3859.04312134
60;2907.03773499
70;3293.03741455
20;1471.99630737
75;3478.05023193
5;952.959060669
30;1848.93608093
35;2043.96247864
95;4271.03042603
65;3132.82012939
45;2370.11909485
90;177859.067917
15;1312.0174408
40;2193.92776489
10;1128.91197205
25;1642.94242859
50;2550.12512207
80;3673.79188538
1;818.014144897
55;2730.84640503
85;3813.98200989
60;2911.09085083
70;3372.90763855
20;1476.04942322
75;3496.88529968
5;943.899154663
30;1833.91571045
35;2028.94210815
95;4200.93536377
65;3118.03817749
45;2387.04681396
90;185068.130493
15;1332.04460144
40;2202.03399658
10;1168.01261902
25;1682.04307556
50;2586.12632751
80;3685.95123291
1;849.008560181
55;2752.06565857
85;3843.06907654
60;2941.1315918
70;3312.82615662
20;1500.12969971
75;3490.92483521
5;975.131988525
30;1899.00398254
35;2058.98284912
95;4225.01564026
65;3155.94673157
45;2421.85592651
90;183531.999588
15;1344.20394897
40;2191.06674194
10;1176.11885071
25;1644.13452148
50;2542.01889038
80;3645.18165588
1;818.014144897
55;2728.9390564
85;3822.80349731
60;2914.9055481
70;3288.03062439
20;1462.93640137
75;3476.1428833
5;944.137573242
30;1839.16091919
35;2028.94210815
95;4193.06755066
65;3129.00543213
45;2375.84114075
90;185147.047043
15;1343.9655304
40;2195.11985779
10;1157.04536438
25;1644.84977722
50;2560.85395813
80;3642.08221436
1;842.809677124
55;2728.9390564
85;3820.18089294
60;2908.94508362
70;3278.01704407
20;1472.94998169
75;3471.13609314
5;958.919525146
30;1831.0546875
35;2031.8031311
95;4190.92178345
65;3123.99864197
45;2377.98690796
90;174542.9039
15;1348.01864624
40;2249.95613098
10;1121.99783325
25;1662.01591492
50;2553.2245636
80;3710.0315094
1;840.902328491
55;2749.91989136
85;3824.94926453
60;2915.85922241
70;3283.97750854
20;1477.95677185
75;3479.95758057
5;963.21105957
30;1825.09422302
35;2047.06192017
95;4201.88903809
65;3125.9059906
45;2396.10671997
90;175489.902496
15;1351.11808777
40;2302.88505554
10;1143.93234253
25;1675.12893677
50;2594.94781494
80;3659.00993347
1;847.816467285
55;2728.9390564
85;3833.05549622
60;2914.9055481
70;3297.0905304
20;1485.10932922
75;3474.95079041
5;974.893569946
30;1831.0546875
35;2053.02238464
95;4204.98847961
65;3125.9059906
45;2378.94058228
90;187630.8918
15;1360.17799377
40;2198.93455505
10;1152.99224854
25;1645.0881958
50;2560.13870239
80;3638.98277283
1;835.89553833
55;2732.99217224
85;3817.08145142
60;2918.00498962
70;3288.98429871
20;1482.0098877
75;3472.08976746
5;955.820083618
30;1821.99478149
35;2027.03475952
95;4182.81555176
65;3126.85966492
45;2402.06718445
90;183590.173721
15;1311.06376648
40;2192.02041626
10;1133.91876221
25;1646.04187012
50;2552.0324707
80;3643.98956299
1;821.113586426
55;2734.89952087
85;3834.00917053
60;2902.03094482
70;3284.93118286
20;1485.82458496
75;3455.87730408
5;947.952270508
30;1831.0546875
35;2033.94889832
95;4206.18057251
65;3129.00543213
45;2377.03323364
90;183444.976807
15;1339.91241455
40;2207.04078674
10;1147.98545837
25;1656.05545044
50;2552.98614502
80;3651.8573761
1;831.127166748
55;2739.90631104
85;3820.89614868
60;2913.95187378
70;3288.98429871
20;1491.0697937
75;3501.89208984
5;954.866409302
30;1839.16091919
35;2072.09587097
95;4199.02801514
65;3133.05854797
45;2377.03323364
